Day Index, Revenue 
9/3/2019," 38,915.37 "
9/4/2019," 32,044.24 "
9/5/2019," 35,411.33 "
9/6/2019," 30,642.21 "
9/7/2019," 14,347.01 "
9/8/2019," 19,630.36 "
9/9/2019," 35,647.82 "
9/10/2019," 36,463.07 "
9/11/2019," 37,468.01 "
9/12/2019," 30,972.05 "
9/13/2019," 25,184.67 "
9/14/2019," 13,359.45 "
9/15/2019," 18,011.77 "
9/16/2019," 34,162.26 "
9/17/2019," 40,446.41 "
9/18/2019," 33,852.99 "
9/19/2019," 29,964.35 "
9/20/2019," 27,743.80 "
9/21/2019," 11,587.39 "
9/22/2019," 19,491.72 "
9/23/2019," 38,265.89 "
9/24/2019," 37,069.70 "
9/25/2019," 35,411.73 "
9/26/2019," 34,715.80 "
9/27/2019," 34,480.08 "
9/28/2019," 17,258.03 "
9/29/2019," 18,630.92 "
9/30/2019," 40,014.44 "
10/1/2019," 42,283.21 "
10/2/2019," 43,634.91 "
10/3/2019," 34,893.67 "
10/4/2019," 36,639.08 "
10/5/2019," 13,147.48 "
10/6/2019," 22,433.60 "
10/7/2019," 44,893.00 "
10/8/2019," 45,703.82 "
10/9/2019," 45,278.07 "
10/10/2019," 40,030.80 "
